FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,E 3,71,9171,Sergeant,Annual,3,1,99756.00,299268.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,D 1,91,9161,Police Officer,Annual,1,1,78012.00,78012.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,D 1,91,9161,Police Officer,Annual,2,1,83706.00,167412.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,D 1,91,9161,Police Officer,Annual,5,1,80724.00,403620.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,D 2,91,9155,Police Officer - Per Arbitration Award,Annual,1,1,90540.00,90540.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,G 8,4,635,Senior Programmer/Analyst,Annual,1,1,99648.00,99648.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,G 7,4,193,Auditor III,Annual,1,1,91224.00,91224.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2005,DEPARTMENT OF POLICE,3427,Bureau of Internal Affairs,4041,Inspection Section,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,5800.00,5800.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,3 0,99,9796,Deputy Chief,Annual,4,1,162012.00,648048.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,1 0,99,9781,First Deputy Superintendent,Annual,1,1,188316.00,188316.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,E 4,73,9173,Lieutenant,Annual,1,1,112206.00,112206.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,D 1,91,9161,Police Officer,Annual,1,1,78012.00,78012.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,D 1,91,9161,Police Officer,Annual,1,1,80724.00,80724.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,D 1,91,9161,Police Officer,Annual,1,1,83706.00,83706.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,Administration Office of the First Deputy,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1900.00,1900.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,Special Events Unit,0,,3 0,99,9752,Commander,Annual,1,1,154932.00,154932.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,Special Events Unit,0,,D 1,91,9161,Police Officer,Annual,1,1,78012.00,78012.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,Special Events Unit,0,,D 1,91,9161,Police Officer,Annual,1,1,80724.00,80724.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,Special Events Unit,0,,D 1,91,9161,Police Officer,Annual,1,1,86130.00,86130.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,Special Events Unit,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1680.00,1680.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,3 0,99,9752,Commander,Annual,1,1,154932.00,154932.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,E 3,71,9171,Sergeant,Annual,1,1,99756.00,99756.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,E 3,71,9171,Sergeant,Annual,2,1,102978.00,205956.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 1,91,9161,Police Officer,Annual,1,1,86130.00,86130.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 1,91,9161,Police Officer,Annual,2,1,78012.00,156024.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 1,91,9161,Police Officer,Annual,3,1,83706.00,251118.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 1,91,9161,Police Officer,Annual,7,1,80724.00,565068.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 3,91,9160,Police Officer - Assigned as Security Specialist,Annual,2,1,90702.00,181404.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 3,91,9160,Police Officer - Assigned as Security Specialist,Annual,3,1,99756.00,299268.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 3,91,9160,Police Officer - Assigned as Security Specialist,Annual,5,1,96648.00,483240.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,D 3,91,9160,Police Officer - Assigned as Security Specialist,Annual,12,1,93708.00,1124496.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,Detatched Services Unit,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,2589.00,2589.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,3 0,99,9785,Chief,Annual,2,1,176532.00,353064.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,E 4,73,9173,Lieutenant,Annual,1,1,115644.00,115644.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,E 3,71,9171,Sergeant,Annual,1,1,99756.00,99756.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,E 3,71,9171,Sergeant,Annual,1,1,102978.00,102978.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,E 3,71,9171,Sergeant,Annual,3,1,96648.00,289944.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,D 1,91,9161,Police Officer,Annual,1,1,83706.00,83706.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,D 1,91,9161,Police Officer,Annual,2,1,80724.00,161448.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,D 1,91,9161,Police Officer,Annual,2,1,86130.00,172260.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,D 1,91,9161,Police Officer,Annual,6,1,78012.00,468072.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,BX 13,10,9021,Crossing Guard Coordinator,Annual,1,1,57648.00,57648.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,BX 13,10,9021,Crossing Guard Coordinator,Annual,1,1,60408.00,60408.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3283,Bureau of Patrol,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,251.00,251.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3284,Administration-Patrol Services,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0.00,0.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,,Detention Aide,Annual,0,0,0.00,0.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,3 0,99,9796,Deputy Chief,Annual,3,1,162012.00,486036.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,3 0,99,9752,Commander,Annual,29,1,154932.00,4493028.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,71,9176,Sergeant - Per Arbitration Award,Annual,1,1,115644.00,115644.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 5,75,9175,Captain,Annual,1,1,119430.00,119430.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 5,75,9175,Captain,Annual,5,1,122748.00,613740.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 5,75,9175,Captain,Annual,6,1,127602.00,765612.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 5,75,9175,Captain,Annual,34,1,125790.00,4276860.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,73,9173,Lieutenant,Annual,2,1,105648.00,211296.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,73,9173,Lieutenant,Annual,3,1,118560.00,355680.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,73,9173,Lieutenant,Annual,22,1,108900.00,2395800.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,73,9173,Lieutenant,Annual,46,1,112206.00,5161476.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 4,73,9173,Lieutenant,Annual,83,1,115644.00,9598452.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2A,91,9172,Police Officer - Per Arbitration Award,Annual,1,1,93192.00,93192.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,6,1,90702.00,544212.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,9,1,106068.00,954612.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,144,1,93708.00,13493952.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,185,1,99756.00,18454860.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,189,1,102978.00,19462842.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,E 3,71,9171,Sergeant,Annual,241,1,96648.00,23292168.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9164,Police Officer - Assigned as Training Officer,Annual,7,1,79170.00,554190.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9164,Police Officer - Assigned as Training Officer,Annual,10,1,90540.00,905400.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9164,Police Officer - Assigned as Training Officer,Annual,15,1,87918.00,1318770.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9164,Police Officer - Assigned as Training Officer,Annual,19,1,81900.00,1556100.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9164,Police Officer - Assigned as Training Officer,Annual,20,1,84756.00,1695120.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,15,1,89142.00,1337130.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,69,1,68382.00,4718358.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,96,1,65016.00,6241536.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,101,1,43104.00,4353504.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,116,1,61530.00,7137480.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,306,1,71748.00,21954888.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,364,1,86130.00,31351320.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,801,1,83706.00,67048506.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,1603,1,80724.00,129400572.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,2429,1,78012.00,189491148.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 1,91,9161,Police Officer,Annual,2467,1,75372.00,185942724.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9155,Police Officer - Per Arbitration Award,Annual,3,1,87918.00,263754.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,D 2,91,9155,Police Officer - Per Arbitration Award,Annual,7,1,90540.00,633780.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,1,1,46656.00,46656.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,4,1,67656.00,270624.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,7,1,51216.00,358512.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,8,1,70884.00,567072.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,9,1,64596.00,581364.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,10,1,53628.00,536280.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,11,1,58860.00,647460.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,15,1,56208.00,843120.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,39,1,61692.00,2405988.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,115,1,42516.00,4889340.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,26,1,19.48,395054.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,64,1,18.57,927014.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,89,1,14.73,1022557.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,91,1,17.73,1258475.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,94,1,20.45,1499394.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,98,1,16.94,1294894.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,158,1,15.43,1901593.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1,2,9111,Crossing Guard,Hourly,169,1,16.16,2130211.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1A,2,9109,Crossing Guard - Per Agreement,Hourly,2,1,13.30,20748.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1A,2,9109,Crossing Guard - Per Agreement,Hourly,24,1,13.93,260770.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1A,2,9109,Crossing Guard - Per Agreement,Hourly,35,1,15.23,415779.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,H 1A,2,9109,Crossing Guard - Per Agreement,Hourly,46,1,14.57,522772.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 10,1,1341,Personnel Assistant,Annual,15,1,37704.00,565560.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,1,1,50280.00,50280.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,1,1,52740.00,52740.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,3,1,41784.00,125352.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,4,1,45828.00,183312.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,4,1,48048.00,192192.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 8,1,833,Personal Computer Operator I,Annual,7,1,43740.00,306180.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 9,1,665,Senior Data Entry Operator,Annual,2,1,50280.00,100560.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 9,1,665,Senior Data Entry Operator,Annual,3,1,55212.00,165636.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 9,1,665,Senior Data Entry Operator,Annual,7,1,57828.00,404796.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 9,1,665,Senior Data Entry Operator,Annual,9,1,52740.00,474660.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 11,1,438,Timekeeper - CPD,Annual,2,1,57828.00,115656.00
LOCAL,57,DEPARTMENT OF POLICE,100,CORPORATE FUND,1005,2012,PATROL SERVICES,3286,Patrol Services,4319,District Law Enforcement,B 11,1,438,Timekeeper - CPD,Annual,2,1,60600.00,121200.00
